ver:"3.0" more:T hisLimit:10000 dis:"Mon 1-Jan-2024 to Sun 1-Feb-2026" view:"chart" limit:10000 hisStart:2024-01-01T00:00:00+02:00 Bucharest hisEnd:2026-02-02T00:00:00+02:00 Bucharest
ts disKey:"ui::timestamp" tz:"Bucharest" chartFormat:"D-MMM",v0 cur amSensorRef:@p:linkEdge:r:2d9ab104-58bf844a "Site B Room 5 AQ" mod:2024-04-12T14:37:14.402Z hisSize:33462 tz:"Bucharest" precision:1 roomRef:@p:linkEdge:r:2d996b90-ac30c77f "Site B Room 5" lorawanPoint curStatus:"unknown" amSensorAM107ModelId:"_amSensorAM107_point:temperature" point his disMacro:"\$equipRef \$navName" lorawanConnRef:@p:linkEdge:r:2d9ab104-e21f5c37 "5 AQ" navName:"Temperature" hisCollectInterval:15min equipRef:@p:linkEdge:r:2d9ab104-58bf844a "Site B Room 5 AQ" id:@p:linkEdge:r:2d9ab104-dec225aa "Site B Room 5 AQ Temperature" hisStart:2025-01-01T00:00:00+02:00 Bucharest hisEnd:2025-09-28T11:00:00+03:00 Bucharest temp hisStatus:"ok" innLinkEdge kind:"Number" siteRef:@p:linkEdge:r:2d996a50-dc9f00bf "Site B Room" hisCollectCov:0.1 lorawanCur:"temperature" unit:"°C" floorRef:@p:linkEdge:r:2d996b6c-2cc687ba "p:linkEdge:r:2d996b6c-2cc687ba" sensor
2025-01-03T09:31:00+02:00 Bucharest,24.200000762939453°C
2025-01-03T09:45:00+02:00 Bucharest,24.200000762939453°C
2025-01-03T09:50:17+02:00 Bucharest,24.799999237060547°C
2025-01-03T10:00:00+02:00 Bucharest,24.799999237060547°C
2025-01-03T10:10:16+02:00 Bucharest,25.299999237060547°C
2025-01-03T10:15:00+02:00 Bucharest,25.299999237060547°C
2025-01-03T10:30:00+02:00 Bucharest,25.299999237060547°C
2025-01-03T10:45:00+02:00 Bucharest,25.299999237060547°C
2025-01-03T11:00:00+02:00 Bucharest,25.299999237060547°C
2025-01-03T11:01:00+02:00 Bucharest,25.100000381469727°C
2025-01-03T11:15:00+02:00 Bucharest,25.100000381469727°C
2025-01-03T11:30:00+02:00 Bucharest,25.100000381469727°C
2025-01-03T11:31:00+02:00 Bucharest,24.899999618530273°C
2025-01-03T11:45:00+02:00 Bucharest,24.899999618530273°C
2025-01-03T12:00:00+02:00 Bucharest,24.899999618530273°C
2025-01-03T12:10:16+02:00 Bucharest,24.600000381469727°C
2025-01-03T12:15:00+02:00 Bucharest,24.600000381469727°C
2025-01-03T12:30:00+02:00 Bucharest,24.600000381469727°C
2025-01-03T12:40:17+02:00 Bucharest,24.299999237060547°C
2025-01-03T12:45:00+02:00 Bucharest,24.299999237060547°C
2025-01-03T13:00:00+02:00 Bucharest,24.299999237060547°C
2025-01-03T13:10:17+02:00 Bucharest,24.200000762939453°C
2025-01-03T13:15:00+02:00 Bucharest,24.200000762939453°C
2025-01-03T13:30:00+02:00 Bucharest,24.200000762939453°C
2025-01-03T13:40:17+02:00 Bucharest,24°C
2025-01-03T13:45:00+02:00 Bucharest,24°C
2025-01-03T14:00:00+02:00 Bucharest,24°C
2025-01-03T14:10:17+02:00 Bucharest,24.5°C
2025-01-03T14:15:00+02:00 Bucharest,24.5°C
2025-01-03T14:30:00+02:00 Bucharest,24.5°C
2025-01-03T14:31:00+02:00 Bucharest,25.100000381469727°C
2025-01-03T14:45:00+02:00 Bucharest,25.100000381469727°C
2025-01-03T14:50:17+02:00 Bucharest,25.299999237060547°C
2025-01-03T15:00:00+02:00 Bucharest,25.299999237060547°C
2025-01-03T15:15:00+02:00 Bucharest,25.299999237060547°C
2025-01-03T15:20:17+02:00 Bucharest,25.200000762939453°C
2025-01-03T15:30:00+02:00 Bucharest,25.200000762939453°C
2025-01-03T15:45:00+02:00 Bucharest,25.100000381469727°C
2025-01-03T16:00:00+02:00 Bucharest,25.100000381469727°C
2025-01-03T16:10:16+02:00 Bucharest,24.799999237060547°C
2025-01-03T16:15:00+02:00 Bucharest,24.799999237060547°C
2025-01-03T16:20:16+02:00 Bucharest,24.700000762939453°C
2025-01-03T16:30:00+02:00 Bucharest,24.700000762939453°C
2025-01-03T16:45:00+02:00 Bucharest,24.700000762939453°C
2025-01-03T17:00:00+02:00 Bucharest,24.700000762939453°C
2025-01-03T17:15:00+02:00 Bucharest,24.700000762939453°C
2025-01-03T17:30:00+02:00 Bucharest,24.700000762939453°C
2025-01-03T17:45:00+02:00 Bucharest,24.700000762939453°C
2025-01-03T17:50:16+02:00 Bucharest,24.200000762939453°C
2025-01-03T18:00:00+02:00 Bucharest,24.200000762939453°C
2025-01-03T18:15:00+02:00 Bucharest,24.100000381469727°C
2025-01-03T18:20:16+02:00 Bucharest,24°C
2025-01-03T18:30:00+02:00 Bucharest,24°C
2025-01-03T18:45:00+02:00 Bucharest,24°C
2025-01-03T18:50:17+02:00 Bucharest,24.899999618530273°C
2025-01-03T19:00:00+02:00 Bucharest,24.899999618530273°C
2025-01-03T19:10:16+02:00 Bucharest,25.399999618530273°C
2025-01-03T19:15:00+02:00 Bucharest,25.399999618530273°C
2025-01-03T19:30:00+02:00 Bucharest,25.399999618530273°C
2025-01-03T19:45:00+02:00 Bucharest,25.399999618530273°C
2025-01-03T19:50:17+02:00 Bucharest,25.5°C
2025-01-03T20:00:00+02:00 Bucharest,25.5°C
2025-01-03T20:10:16+02:00 Bucharest,25.399999618530273°C
2025-01-03T20:15:00+02:00 Bucharest,25.399999618530273°C
2025-01-03T20:30:00+02:00 Bucharest,25.299999237060547°C
2025-01-03T20:45:00+02:00 Bucharest,25.299999237060547°C
2025-01-03T21:00:00+02:00 Bucharest,25.299999237060547°C
2025-01-03T21:01:00+02:00 Bucharest,25°C
2025-01-03T21:10:16+02:00 Bucharest,24.899999618530273°C
2025-01-03T21:15:00+02:00 Bucharest,24.899999618530273°C
2025-01-03T21:30:00+02:00 Bucharest,24.899999618530273°C
2025-01-03T21:45:00+02:00 Bucharest,24.899999618530273°C
2025-01-03T22:00:00+02:00 Bucharest,24.899999618530273°C
2025-01-03T22:10:17+02:00 Bucharest,24.399999618530273°C
2025-01-03T22:15:00+02:00 Bucharest,24.399999618530273°C
2025-01-03T22:30:00+02:00 Bucharest,24.399999618530273°C
2025-01-03T22:45:00+02:00 Bucharest,24.299999237060547°C
2025-01-03T22:50:16+02:00 Bucharest,24.200000762939453°C
2025-01-03T23:00:00+02:00 Bucharest,24.200000762939453°C
2025-01-03T23:10:17+02:00 Bucharest,24.5°C
2025-01-03T23:15:00+02:00 Bucharest,24.5°C
2025-01-03T23:20:17+02:00 Bucharest,24.899999618530273°C
2025-01-03T23:30:00+02:00 Bucharest,24.899999618530273°C
2025-01-03T23:31:00+02:00 Bucharest,25.200000762939453°C
2025-01-03T23:45:00+02:00 Bucharest,25.200000762939453°C
2025-01-03T23:50:17+02:00 Bucharest,25.700000762939453°C
2025-01-04T00:00:00+02:00 Bucharest,25.700000762939453°C
2025-01-04T00:15:00+02:00 Bucharest,25.700000762939453°C
2025-01-04T00:30:00+02:00 Bucharest,25.700000762939453°C
2025-01-04T00:45:00+02:00 Bucharest,25.700000762939453°C
2025-01-04T01:00:00+02:00 Bucharest,25.700000762939453°C
2025-01-04T01:10:16+02:00 Bucharest,25.299999237060547°C
2025-01-04T01:15:00+02:00 Bucharest,25.299999237060547°C
2025-01-04T01:20:16+02:00 Bucharest,25.200000762939453°C
2025-01-04T01:30:00+02:00 Bucharest,25.200000762939453°C
2025-01-04T01:40:16+02:00 Bucharest,25°C
2025-01-04T01:45:00+02:00 Bucharest,25°C
2025-01-04T01:50:16+02:00 Bucharest,24.899999618530273°C
2025-01-04T02:00:00+02:00 Bucharest,24.899999618530273°C
2025-01-04T02:10:16+02:00 Bucharest,24.700000762939453°C
2025-01-04T02:15:00+02:00 Bucharest,24.700000762939453°C
2025-01-04T02:30:00+02:00 Bucharest,24.700000762939453°C
2025-01-04T02:45:00+02:00 Bucharest,24.600000381469727°C
2025-01-04T03:00:00+02:00 Bucharest,24.600000381469727°C
2025-01-04T03:01:00+02:00 Bucharest,24.399999618530273°C
2025-01-04T03:15:00+02:00 Bucharest,24.299999237060547°C
2025-01-04T03:30:00+02:00 Bucharest,24.299999237060547°C
2025-01-04T03:45:00+02:00 Bucharest,24.299999237060547°C
2025-01-04T03:50:17+02:00 Bucharest,24.200000762939453°C
2025-01-04T04:00:00+02:00 Bucharest,24.200000762939453°C
2025-01-04T04:01:00+02:00 Bucharest,24.5°C
2025-01-04T04:10:16+02:00 Bucharest,24.799999237060547°C
2025-01-04T04:15:00+02:00 Bucharest,24.799999237060547°C
2025-01-04T04:30:00+02:00 Bucharest,24.799999237060547°C
2025-01-04T04:40:16+02:00 Bucharest,25.299999237060547°C
2025-01-04T04:45:00+02:00 Bucharest,25.299999237060547°C
2025-01-04T05:00:00+02:00 Bucharest,25.299999237060547°C
2025-01-04T05:15:00+02:00 Bucharest,25.299999237060547°C
2025-01-04T05:30:00+02:00 Bucharest,25.299999237060547°C
2025-01-04T05:40:16+02:00 Bucharest,25°C
2025-01-04T05:45:00+02:00 Bucharest,25°C
2025-01-04T05:50:16+02:00 Bucharest,24.899999618530273°C
2025-01-04T06:00:00+02:00 Bucharest,24.899999618530273°C
2025-01-04T06:10:16+02:00 Bucharest,24.700000762939453°C
2025-01-04T06:15:00+02:00 Bucharest,24.700000762939453°C
2025-01-04T06:30:00+02:00 Bucharest,24.600000381469727°C
2025-01-04T06:45:00+02:00 Bucharest,24.600000381469727°C
2025-01-04T06:50:16+02:00 Bucharest,24.399999618530273°C
2025-01-04T07:00:00+02:00 Bucharest,24.399999618530273°C
2025-01-04T07:15:00+02:00 Bucharest,24.399999618530273°C
2025-01-04T07:30:00+02:00 Bucharest,24.399999618530273°C
2025-01-04T07:40:17+02:00 Bucharest,24.100000381469727°C
2025-01-04T07:45:00+02:00 Bucharest,24.100000381469727°C
2025-01-04T08:00:00+02:00 Bucharest,24.100000381469727°C
2025-01-04T08:15:00+02:00 Bucharest,24.100000381469727°C
2025-01-04T08:20:16+02:00 Bucharest,23.899999618530273°C
2025-01-04T08:30:00+02:00 Bucharest,23.899999618530273°C
2025-01-04T08:45:00+02:00 Bucharest,23.899999618530273°C
2025-01-04T08:50:17+02:00 Bucharest,24.299999237060547°C
2025-01-04T09:00:00+02:00 Bucharest,24.299999237060547°C
2025-01-04T09:01:00+02:00 Bucharest,24.700000762939453°C
2025-01-04T09:10:16+02:00 Bucharest,25°C
2025-01-04T09:15:00+02:00 Bucharest,25°C
2025-01-04T09:30:00+02:00 Bucharest,25°C
2025-01-04T09:40:16+02:00 Bucharest,25.299999237060547°C
2025-01-04T09:45:00+02:00 Bucharest,25.299999237060547°C
2025-01-04T10:00:00+02:00 Bucharest,25.299999237060547°C
2025-01-04T10:15:00+02:00 Bucharest,25.299999237060547°C
2025-01-04T10:20:16+02:00 Bucharest,25.100000381469727°C
2025-01-04T10:30:00+02:00 Bucharest,25.100000381469727°C
2025-01-04T10:31:00+02:00 Bucharest,25°C
2025-01-04T10:45:00+02:00 Bucharest,25°C
2025-01-04T11:00:00+02:00 Bucharest,25°C
2025-01-04T11:15:00+02:00 Bucharest,25°C
2025-01-04T11:30:00+02:00 Bucharest,25°C
2025-01-04T11:40:16+02:00 Bucharest,24.5°C
2025-01-04T11:45:00+02:00 Bucharest,24.5°C
2025-01-04T12:00:00+02:00 Bucharest,24.5°C
2025-01-04T12:01:00+02:00 Bucharest,24.399999618530273°C
2025-01-04T12:15:00+02:00 Bucharest,24.399999618530273°C
2025-01-04T12:30:00+02:00 Bucharest,24.299999237060547°C
2025-01-04T12:45:00+02:00 Bucharest,24.299999237060547°C
2025-01-04T13:00:00+02:00 Bucharest,24.299999237060547°C
2025-01-04T13:01:00+02:00 Bucharest,24.200000762939453°C
2025-01-04T13:15:00+02:00 Bucharest,24.100000381469727°C
2025-01-04T13:30:00+02:00 Bucharest,24.100000381469727°C
2025-01-04T13:40:16+02:00 Bucharest,24°C
2025-01-04T13:45:00+02:00 Bucharest,24°C
2025-01-04T14:00:00+02:00 Bucharest,24°C
2025-01-04T14:10:16+02:00 Bucharest,23.899999618530273°C
2025-01-04T14:15:00+02:00 Bucharest,23.899999618530273°C
2025-01-04T14:30:00+02:00 Bucharest,23.899999618530273°C
2025-01-04T14:45:00+02:00 Bucharest,23.799999237060547°C
2025-01-04T15:00:00+02:00 Bucharest,23.799999237060547°C
2025-01-04T15:15:00+02:00 Bucharest,23.799999237060547°C
2025-01-04T15:30:00+02:00 Bucharest,23.799999237060547°C
2025-01-04T15:45:00+02:00 Bucharest,23.799999237060547°C
2025-01-04T15:50:16+02:00 Bucharest,23.600000381469727°C
2025-01-04T16:00:00+02:00 Bucharest,23.600000381469727°C
2025-01-04T16:10:16+02:00 Bucharest,24.200000762939453°C
2025-01-04T16:15:00+02:00 Bucharest,24.200000762939453°C
2025-01-04T16:30:00+02:00 Bucharest,24.200000762939453°C
2025-01-04T16:45:00+02:00 Bucharest,24.200000762939453°C
2025-01-04T17:00:00+02:00 Bucharest,24.200000762939453°C
2025-01-04T17:01:00+02:00 Bucharest,25°C
2025-01-04T17:15:00+02:00 Bucharest,25°C
2025-01-04T17:30:00+02:00 Bucharest,25°C
2025-01-04T17:31:00+02:00 Bucharest,24.899999618530273°C
2025-01-04T17:45:00+02:00 Bucharest,24.899999618530273°C
2025-01-04T17:50:16+02:00 Bucharest,24.700000762939453°C
2025-01-04T18:00:00+02:00 Bucharest,24.700000762939453°C
2025-01-04T18:15:00+02:00 Bucharest,24.700000762939453°C
2025-01-04T18:20:16+02:00 Bucharest,24.5°C
2025-01-04T18:30:00+02:00 Bucharest,24.5°C
2025-01-04T18:45:00+02:00 Bucharest,24.5°C
2025-01-04T19:00:00+02:00 Bucharest,24.5°C
2025-01-04T19:15:00+02:00 Bucharest,24.5°C
2025-01-04T19:30:00+02:00 Bucharest,24.5°C
2025-01-04T19:45:00+02:00 Bucharest,24.5°C
2025-01-04T19:50:16+02:00 Bucharest,23.799999237060547°C
2025-01-04T20:00:00+02:00 Bucharest,23.799999237060547°C
2025-01-04T20:15:00+02:00 Bucharest,23.799999237060547°C
2025-01-04T20:30:00+02:00 Bucharest,23.799999237060547°C
2025-01-04T20:31:00+02:00 Bucharest,24.100000381469727°C
2025-01-04T20:45:00+02:00 Bucharest,24.100000381469727°C
2025-01-04T21:00:00+02:00 Bucharest,24.100000381469727°C
2025-01-04T21:10:16+02:00 Bucharest,25.100000381469727°C
2025-01-04T21:15:00+02:00 Bucharest,25.100000381469727°C
2025-01-04T21:30:00+02:00 Bucharest,25.100000381469727°C
2025-01-04T21:45:00+02:00 Bucharest,25.100000381469727°C
2025-01-04T22:00:00+02:00 Bucharest,25.100000381469727°C
2025-01-04T22:01:00+02:00 Bucharest,24.899999618530273°C
2025-01-04T22:15:00+02:00 Bucharest,24.899999618530273°C
2025-01-04T22:30:00+02:00 Bucharest,24.899999618530273°C
2025-01-04T22:40:16+02:00 Bucharest,24.600000381469727°C
2025-01-04T22:45:00+02:00 Bucharest,24.600000381469727°C
2025-01-04T22:50:16+02:00 Bucharest,24.5°C
2025-01-04T23:00:00+02:00 Bucharest,24.5°C
2025-01-04T23:15:00+02:00 Bucharest,24.5°C
2025-01-04T23:20:16+02:00 Bucharest,24.200000762939453°C
2025-01-04T23:30:00+02:00 Bucharest,24.200000762939453°C
2025-01-04T23:45:00+02:00 Bucharest,24.100000381469727°C
2025-01-04T23:50:16+02:00 Bucharest,24°C
2025-01-05T00:00:00+02:00 Bucharest,24°C
2025-01-05T00:10:16+02:00 Bucharest,24.200000762939453°C
2025-01-05T00:15:00+02:00 Bucharest,24.200000762939453°C
2025-01-05T00:30:00+02:00 Bucharest,24.200000762939453°C
2025-01-05T00:45:00+02:00 Bucharest,24.200000762939453°C
2025-01-05T01:00:00+02:00 Bucharest,24.200000762939453°C
2025-01-05T01:01:00+02:00 Bucharest,25.200000762939453°C
2025-01-05T01:15:00+02:00 Bucharest,25.200000762939453°C
2025-01-05T01:30:00+02:00 Bucharest,25.200000762939453°C
2025-01-05T01:40:15+02:00 Bucharest,24.899999618530273°C
2025-01-05T01:45:00+02:00 Bucharest,24.899999618530273°C
2025-01-05T02:00:00+02:00 Bucharest,24.899999618530273°C
2025-01-05T02:10:16+02:00 Bucharest,24.600000381469727°C
2025-01-05T02:15:00+02:00 Bucharest,24.600000381469727°C
2025-01-05T02:30:00+02:00 Bucharest,24.600000381469727°C
2025-01-05T02:45:00+02:00 Bucharest,24.600000381469727°C
2025-01-05T03:00:00+02:00 Bucharest,24.600000381469727°C
2025-01-05T03:01:00+02:00 Bucharest,24.200000762939453°C
2025-01-05T03:15:00+02:00 Bucharest,24.100000381469727°C
2025-01-05T03:20:18+02:00 Bucharest,24°C
2025-01-05T03:30:00+02:00 Bucharest,24°C
2025-01-05T03:45:00+02:00 Bucharest,24°C
2025-01-05T03:50:17+02:00 Bucharest,24.299999237060547°C
2025-01-05T04:00:00+02:00 Bucharest,24.299999237060547°C
2025-01-05T04:01:00+02:00 Bucharest,24.600000381469727°C
2025-01-05T04:10:18+02:00 Bucharest,24.899999618530273°C
2025-01-05T04:15:00+02:00 Bucharest,24.899999618530273°C
2025-01-05T04:30:00+02:00 Bucharest,24.899999618530273°C
2025-01-05T04:40:18+02:00 Bucharest,25.200000762939453°C
2025-01-05T04:45:00+02:00 Bucharest,25.200000762939453°C
2025-01-05T05:00:00+02:00 Bucharest,25.200000762939453°C
2025-01-05T05:10:18+02:00 Bucharest,25°C
2025-01-05T05:15:00+02:00 Bucharest,25°C
2025-01-05T05:30:00+02:00 Bucharest,25°C
2025-01-05T05:31:00+02:00 Bucharest,24.799999237060547°C
2025-01-05T05:45:00+02:00 Bucharest,24.799999237060547°C
2025-01-05T06:00:00+02:00 Bucharest,24.799999237060547°C
2025-01-05T06:10:18+02:00 Bucharest,24.399999618530273°C
2025-01-05T06:15:00+02:00 Bucharest,24.399999618530273°C
2025-01-05T06:30:00+02:00 Bucharest,24.399999618530273°C
2025-01-05T06:40:17+02:00 Bucharest,24.100000381469727°C
2025-01-05T06:45:00+02:00 Bucharest,24.100000381469727°C
2025-01-05T07:00:00+02:00 Bucharest,24.100000381469727°C
2025-01-05T07:15:00+02:00 Bucharest,24.100000381469727°C
2025-01-05T07:30:00+02:00 Bucharest,24.100000381469727°C
2025-01-05T07:31:00+02:00 Bucharest,24.700000762939453°C
2025-01-05T07:45:00+02:00 Bucharest,24.700000762939453°C
2025-01-05T08:00:00+02:00 Bucharest,24.700000762939453°C
2025-01-05T08:15:00+02:00 Bucharest,24.700000762939453°C
2025-01-05T08:20:17+02:00 Bucharest,25.200000762939453°C
2025-01-05T08:30:00+02:00 Bucharest,25.200000762939453°C
2025-01-05T08:45:00+02:00 Bucharest,25.100000381469727°C
2025-01-05T09:00:00+02:00 Bucharest,25.100000381469727°C
2025-01-05T09:01:00+02:00 Bucharest,24.799999237060547°C
2025-01-05T09:10:18+02:00 Bucharest,24.700000762939453°C
2025-01-05T09:15:00+02:00 Bucharest,24.700000762939453°C
2025-01-05T09:30:00+02:00 Bucharest,24.700000762939453°C
2025-01-05T09:45:00+02:00 Bucharest,24.700000762939453°C
2025-01-05T09:50:18+02:00 Bucharest,24.299999237060547°C
2025-01-05T10:00:00+02:00 Bucharest,24.299999237060547°C
2025-01-05T10:10:18+02:00 Bucharest,24.200000762939453°C
2025-01-05T10:15:00+02:00 Bucharest,24.200000762939453°C
2025-01-05T10:30:00+02:00 Bucharest,24.200000762939453°C
2025-01-05T10:45:00+02:00 Bucharest,24.200000762939453°C
2025-01-05T11:00:00+02:00 Bucharest,24.200000762939453°C
2025-01-05T11:01:00+02:00 Bucharest,24.899999618530273°C
2025-01-05T11:15:00+02:00 Bucharest,24.899999618530273°C
2025-01-05T11:20:18+02:00 Bucharest,25.399999618530273°C
2025-01-05T11:30:00+02:00 Bucharest,25.399999618530273°C
2025-01-05T11:31:00+02:00 Bucharest,25.5°C
2025-01-05T11:40:18+02:00 Bucharest,25.600000381469727°C
2025-01-05T11:45:00+02:00 Bucharest,25.600000381469727°C
2025-01-05T12:00:00+02:00 Bucharest,25.600000381469727°C
2025-01-05T12:15:00+02:00 Bucharest,25.600000381469727°C
2025-01-05T12:20:17+02:00 Bucharest,25.399999618530273°C
2025-01-05T12:30:00+02:00 Bucharest,25.399999618530273°C
2025-01-05T12:45:00+02:00 Bucharest,25.299999237060547°C
2025-01-05T12:50:17+02:00 Bucharest,25.100000381469727°C
2025-01-05T13:00:00+02:00 Bucharest,25.100000381469727°C
2025-01-05T13:15:00+02:00 Bucharest,25.100000381469727°C
2025-01-05T13:20:18+02:00 Bucharest,24.899999618530273°C
2025-01-05T13:30:00+02:00 Bucharest,24.899999618530273°C
2025-01-05T13:45:00+02:00 Bucharest,24.899999618530273°C
2025-01-05T14:00:00+02:00 Bucharest,24.899999618530273°C
2025-01-05T14:10:18+02:00 Bucharest,24.5°C
2025-01-05T14:15:00+02:00 Bucharest,24.5°C
2025-01-05T14:30:00+02:00 Bucharest,24.5°C
2025-01-05T14:31:00+02:00 Bucharest,24.399999618530273°C
2025-01-05T14:45:00+02:00 Bucharest,24.299999237060547°C
2025-01-05T15:00:00+02:00 Bucharest,24.299999237060547°C
2025-01-05T15:01:00+02:00 Bucharest,24.200000762939453°C
2025-01-05T15:15:00+02:00 Bucharest,24.200000762939453°C
2025-01-05T15:30:00+02:00 Bucharest,24.100000381469727°C
2025-01-05T15:40:17+02:00 Bucharest,24°C
2025-01-05T15:45:00+02:00 Bucharest,24°C
2025-01-05T15:50:18+02:00 Bucharest,23.899999618530273°C
2025-01-05T16:00:00+02:00 Bucharest,23.899999618530273°C
2025-01-05T16:15:00+02:00 Bucharest,23.799999237060547°C
2025-01-05T16:30:00+02:00 Bucharest,23.799999237060547°C
2025-01-05T16:31:00+02:00 Bucharest,23.700000762939453°C
2025-01-05T16:45:00+02:00 Bucharest,23.700000762939453°C
2025-01-05T17:00:00+02:00 Bucharest,23.700000762939453°C
2025-01-05T17:15:00+02:00 Bucharest,23.700000762939453°C
2025-01-05T17:30:00+02:00 Bucharest,23.700000762939453°C
2025-01-05T17:31:00+02:00 Bucharest,23.5°C
2025-01-05T17:45:00+02:00 Bucharest,23.5°C
2025-01-05T18:00:00+02:00 Bucharest,23.5°C
2025-01-05T18:01:00+02:00 Bucharest,23.399999618530273°C
2025-01-05T18:15:00+02:00 Bucharest,23.399999618530273°C
2025-01-05T18:30:00+02:00 Bucharest,23.399999618530273°C
2025-01-05T18:45:00+02:00 Bucharest,23.399999618530273°C
2025-01-05T19:00:00+02:00 Bucharest,23.399999618530273°C
2025-01-05T19:15:00+02:00 Bucharest,23.399999618530273°C
2025-01-05T19:30:00+02:00 Bucharest,23.399999618530273°C
2025-01-05T19:45:00+02:00 Bucharest,23.399999618530273°C
2025-01-05T20:00:00+02:00 Bucharest,23.299999237060547°C
2025-01-05T20:15:00+02:00 Bucharest,23.399999618530273°C
2025-01-05T20:30:00+02:00 Bucharest,23.399999618530273°C
2025-01-05T20:45:00+02:00 Bucharest,23.399999618530273°C
2025-01-05T21:00:00+02:00 Bucharest,23.399999618530273°C
2025-01-05T21:15:00+02:00 Bucharest,23.399999618530273°C
2025-01-05T21:20:17+02:00 Bucharest,24.899999618530273°C
2025-01-05T21:30:00+02:00 Bucharest,24.899999618530273°C
2025-01-05T21:45:00+02:00 Bucharest,24.899999618530273°C
2025-01-05T22:00:00+02:00 Bucharest,24.899999618530273°C
2025-01-05T22:10:18+02:00 Bucharest,24.700000762939453°C
2025-01-05T22:15:00+02:00 Bucharest,24.700000762939453°C
2025-01-05T22:30:00+02:00 Bucharest,24.600000381469727°C
2025-01-05T22:31:00+02:00 Bucharest,24.5°C
2025-01-05T22:45:00+02:00 Bucharest,24.5°C
2025-01-05T23:00:00+02:00 Bucharest,24.5°C
2025-01-05T23:10:18+02:00 Bucharest,24.200000762939453°C
2025-01-05T23:15:00+02:00 Bucharest,24.200000762939453°C
2025-01-05T23:30:00+02:00 Bucharest,24.200000762939453°C
2025-01-05T23:45:00+02:00 Bucharest,24.200000762939453°C
2025-01-06T00:00:00+02:00 Bucharest,24.200000762939453°C
2025-01-06T00:01:00+02:00 Bucharest,24°C
2025-01-06T00:15:00+02:00 Bucharest,24°C
2025-01-06T00:20:18+02:00 Bucharest,23.899999618530273°C
2025-01-06T00:30:00+02:00 Bucharest,23.899999618530273°C
2025-01-06T00:45:00+02:00 Bucharest,23.799999237060547°C
2025-01-06T00:50:18+02:00 Bucharest,23.700000762939453°C
2025-01-06T01:00:00+02:00 Bucharest,23.700000762939453°C
2025-01-06T01:15:00+02:00 Bucharest,23.700000762939453°C
2025-01-06T01:30:00+02:00 Bucharest,23.600000381469727°C
2025-01-06T01:31:00+02:00 Bucharest,23.5°C
2025-01-06T01:45:00+02:00 Bucharest,23.5°C
2025-01-06T01:50:17+02:00 Bucharest,23.399999618530273°C
2025-01-06T02:00:00+02:00 Bucharest,23.399999618530273°C
2025-01-06T02:15:00+02:00 Bucharest,23.399999618530273°C
2025-01-06T02:30:00+02:00 Bucharest,23.399999618530273°C
2025-01-06T02:40:18+02:00 Bucharest,23.200000762939453°C
2025-01-06T02:45:00+02:00 Bucharest,23.200000762939453°C
2025-01-06T03:00:00+02:00 Bucharest,23.100000381469727°C
2025-01-06T03:10:18+02:00 Bucharest,23°C
2025-01-06T03:15:00+02:00 Bucharest,23°C
2025-01-06T03:30:00+02:00 Bucharest,23°C
2025-01-06T03:40:18+02:00 Bucharest,23.299999237060547°C
2025-01-06T03:45:00+02:00 Bucharest,23.299999237060547°C
2025-01-06T03:50:18+02:00 Bucharest,23.600000381469727°C
2025-01-06T04:00:00+02:00 Bucharest,23.600000381469727°C
2025-01-06T04:10:17+02:00 Bucharest,24.200000762939453°C
2025-01-06T04:15:00+02:00 Bucharest,24.200000762939453°C
2025-01-06T04:30:00+02:00 Bucharest,24.200000762939453°C
2025-01-06T04:45:00+02:00 Bucharest,24.200000762939453°C
2025-01-06T05:00:00+02:00 Bucharest,24.200000762939453°C
2025-01-06T05:01:00+02:00 Bucharest,24.700000762939453°C
2025-01-06T05:15:00+02:00 Bucharest,24.600000381469727°C
2025-01-06T05:30:00+02:00 Bucharest,24.600000381469727°C
2025-01-06T05:31:00+02:00 Bucharest,24.5°C
2025-01-06T05:45:00+02:00 Bucharest,24.5°C
2025-01-06T05:50:17+02:00 Bucharest,24.299999237060547°C
2025-01-06T06:00:00+02:00 Bucharest,24.299999237060547°C
2025-01-06T06:01:00+02:00 Bucharest,24.200000762939453°C
2025-01-06T06:15:00+02:00 Bucharest,24.100000381469727°C
2025-01-06T06:30:00+02:00 Bucharest,24.100000381469727°C
2025-01-06T06:40:18+02:00 Bucharest,23.899999618530273°C
2025-01-06T06:45:00+02:00 Bucharest,23.899999618530273°C
2025-01-06T07:00:00+02:00 Bucharest,23.899999618530273°C
2025-01-06T07:15:00+02:00 Bucharest,23.799999237060547°C
2025-01-06T07:30:00+02:00 Bucharest,23.799999237060547°C
2025-01-06T07:45:00+02:00 Bucharest,23.799999237060547°C
2025-01-06T07:50:18+02:00 Bucharest,23.5°C
2025-01-06T08:00:00+02:00 Bucharest,23.5°C
2025-01-06T08:15:00+02:00 Bucharest,23.5°C
2025-01-06T08:30:00+02:00 Bucharest,23.5°C
2025-01-06T08:40:17+02:00 Bucharest,24.100000381469727°C
2025-01-06T08:45:00+02:00 Bucharest,24.100000381469727°C
2025-01-06T08:50:18+02:00 Bucharest,24.5°C
2025-01-06T09:00:00+02:00 Bucharest,24.5°C
2025-01-06T09:15:00+02:00 Bucharest,24.5°C
2025-01-06T09:20:18+02:00 Bucharest,25°C
