ver:"3.0" more:T hisLimit:10000 dis:"Mon 1-Jan-2024 to Sun 1-Feb-2026" view:"chart" limit:10000 hisStart:2024-01-01T00:00:00+02:00 Bucharest hisEnd:2026-02-02T00:00:00+02:00 Bucharest
ts disKey:"ui::timestamp" tz:"Bucharest" chartFormat:"D-MMM",v0 mod:2024-04-12T14:46:51.78Z hisSize:51917 tz:"Bucharest" precision:1 roomRef:@p:linkEdge:r:2d996b7e-192811d1 "Site B Room 4 Living" lorawanPoint his id:@p:linkEdge:r:2d997a3d-7836afaf "Site B Room 4 Living AQ Temperature" hisStart:2025-01-01T00:00:00+02:00 Bucharest hisEnd:2026-02-06T02:45:00+02:00 Bucharest innLinkEdge kind:"Number" unit:"°C" sensor cur amSensorRef:@p:linkEdge:r:2d997a3d-a040140e "Site B Room 4 Living AQ" curStatus:"ok" point curVal:25.2°C disMacro:"\$equipRef \$navName" lorawanConnRef:@p:linkEdge:r:2d997a3d-8ce770dd "4 Living AQ" navName:"Temperature" hisCollectInterval:15min equipRef:@p:linkEdge:r:2d997a3d-a040140e "Site B Room 4 Living AQ" temp hisStatus:"ok" siteRef:@p:linkEdge:r:2d996a50-dc9f00bf "Site B Room" hisCollectCov:0.1 lorawanCur:"temperature" floorRef:@p:linkEdge:r:2d996b5e-526d9983 "p:linkEdge:r:2d996b5e-526d9983" amSensorAM307ModelId:"_amSensorAM307_point:temperature"
2025-02-17T11:15:00+02:00 Bucharest,24.5°C
2025-02-17T11:30:00+02:00 Bucharest,24.5°C
2025-02-17T11:45:00+02:00 Bucharest,24.5°C
2025-02-17T12:00:00+02:00 Bucharest,24.5°C
2025-02-17T12:01:10+02:00 Bucharest,24.600000381469727°C
2025-02-17T12:15:00+02:00 Bucharest,24.600000381469727°C
2025-02-17T12:30:00+02:00 Bucharest,24.700000762939453°C
2025-02-17T12:31:10+02:00 Bucharest,24.799999237060547°C
2025-02-17T12:45:00+02:00 Bucharest,24.799999237060547°C
2025-02-17T13:00:00+02:00 Bucharest,24.799999237060547°C
2025-02-17T13:01:09+02:00 Bucharest,24.700000762939453°C
2025-02-17T13:15:00+02:00 Bucharest,24.700000762939453°C
2025-02-17T13:30:00+02:00 Bucharest,24.600000381469727°C
2025-02-17T13:31:09+02:00 Bucharest,24.5°C
2025-02-17T13:41:08+02:00 Bucharest,24.399999618530273°C
2025-02-17T13:45:00+02:00 Bucharest,24.399999618530273°C
2025-02-17T14:00:00+02:00 Bucharest,24.399999618530273°C
2025-02-17T14:15:00+02:00 Bucharest,24.299999237060547°C
2025-02-17T14:21:08+02:00 Bucharest,24.200000762939453°C
2025-02-17T14:30:00+02:00 Bucharest,24.200000762939453°C
2025-02-17T14:41:07+02:00 Bucharest,24°C
2025-02-17T14:45:00+02:00 Bucharest,24°C
2025-02-17T15:00:00+02:00 Bucharest,24°C
2025-02-17T15:01:07+02:00 Bucharest,23.899999618530273°C
2025-02-17T15:15:00+02:00 Bucharest,23.899999618530273°C
2025-02-17T15:30:00+02:00 Bucharest,23.799999237060547°C
2025-02-17T15:31:06+02:00 Bucharest,23.700000762939453°C
2025-02-17T15:45:00+02:00 Bucharest,23.700000762939453°C
2025-02-17T16:00:00+02:00 Bucharest,23.700000762939453°C
2025-02-17T16:15:00+02:00 Bucharest,23.700000762939453°C
2025-02-17T16:30:00+02:00 Bucharest,23.600000381469727°C
2025-02-17T16:31:05+02:00 Bucharest,23.5°C
2025-02-17T16:45:00+02:00 Bucharest,23.5°C
2025-02-17T17:00:00+02:00 Bucharest,23.5°C
2025-02-17T17:01:05+02:00 Bucharest,23.399999618530273°C
2025-02-17T17:15:00+02:00 Bucharest,23.399999618530273°C
2025-02-17T17:30:00+02:00 Bucharest,23.299999237060547°C
2025-02-17T17:41:04+02:00 Bucharest,23.200000762939453°C
2025-02-17T17:45:00+02:00 Bucharest,23.200000762939453°C
2025-02-17T18:00:00+02:00 Bucharest,23.200000762939453°C
2025-02-17T18:01:04+02:00 Bucharest,23°C
2025-02-17T18:15:00+02:00 Bucharest,23°C
2025-02-17T18:21:03+02:00 Bucharest,23.100000381469727°C
2025-02-17T18:30:00+02:00 Bucharest,23.100000381469727°C
2025-02-17T18:45:00+02:00 Bucharest,23.200000762939453°C
2025-02-17T19:00:00+02:00 Bucharest,23.200000762939453°C
2025-02-17T19:01:03+02:00 Bucharest,23.299999237060547°C
2025-02-17T19:11:03+02:00 Bucharest,23.5°C
2025-02-17T19:15:00+02:00 Bucharest,23.5°C
2025-02-17T19:21:02+02:00 Bucharest,23.600000381469727°C
2025-02-17T19:30:00+02:00 Bucharest,23.600000381469727°C
2025-02-17T19:41:02+02:00 Bucharest,23.799999237060547°C
2025-02-17T19:45:00+02:00 Bucharest,23.799999237060547°C
2025-02-17T20:00:00+02:00 Bucharest,23.899999618530273°C
2025-02-17T20:01:02+02:00 Bucharest,24°C
2025-02-17T20:11:01+02:00 Bucharest,24.100000381469727°C
2025-02-17T20:15:00+02:00 Bucharest,24.100000381469727°C
2025-02-17T20:30:00+02:00 Bucharest,24.100000381469727°C
2025-02-17T20:31:01+02:00 Bucharest,24°C
2025-02-17T20:45:00+02:00 Bucharest,24°C
2025-02-17T21:00:00+02:00 Bucharest,24°C
2025-02-17T21:15:00+02:00 Bucharest,24°C
2025-02-17T21:30:00+02:00 Bucharest,24°C
2025-02-17T21:41:00+02:00 Bucharest,23.899999618530273°C
2025-02-17T21:45:00+02:00 Bucharest,23.899999618530273°C
2025-02-17T22:00:00+02:00 Bucharest,23.899999618530273°C
2025-02-17T22:15:00+02:00 Bucharest,23.799999237060547°C
2025-02-17T22:20:59+02:00 Bucharest,23.700000762939453°C
2025-02-17T22:30:00+02:00 Bucharest,23.700000762939453°C
2025-02-17T22:31:00+02:00 Bucharest,23.799999237060547°C
2025-02-17T22:40:59+02:00 Bucharest,23.700000762939453°C
2025-02-17T22:45:00+02:00 Bucharest,23.700000762939453°C
2025-02-17T23:00:00+02:00 Bucharest,23.700000762939453°C
2025-02-17T23:15:00+02:00 Bucharest,23.600000381469727°C
2025-02-17T23:30:00+02:00 Bucharest,23.600000381469727°C
2025-02-17T23:31:00+02:00 Bucharest,23.5°C
2025-02-17T23:45:00+02:00 Bucharest,23.5°C
2025-02-17T23:50:58+02:00 Bucharest,23.399999618530273°C
2025-02-18T00:00:00+02:00 Bucharest,23.399999618530273°C
2025-02-18T00:10:57+02:00 Bucharest,23.200000762939453°C
2025-02-18T00:15:00+02:00 Bucharest,23.200000762939453°C
2025-02-18T00:30:00+02:00 Bucharest,23.100000381469727°C
2025-02-18T00:40:57+02:00 Bucharest,23°C
2025-02-18T00:45:00+02:00 Bucharest,23°C
2025-02-18T01:00:00+02:00 Bucharest,23°C
2025-02-18T01:01:00+02:00 Bucharest,22.899999618530273°C
2025-02-18T01:10:56+02:00 Bucharest,23°C
2025-02-18T01:15:00+02:00 Bucharest,23°C
2025-02-18T01:30:00+02:00 Bucharest,23°C
2025-02-18T01:31:00+02:00 Bucharest,23.100000381469727°C
2025-02-18T01:45:00+02:00 Bucharest,23.100000381469727°C
2025-02-18T02:00:00+02:00 Bucharest,23.200000762939453°C
2025-02-18T02:01:00+02:00 Bucharest,23.299999237060547°C
2025-02-18T02:15:00+02:00 Bucharest,23.399999618530273°C
2025-02-18T02:20:55+02:00 Bucharest,23.600000381469727°C
2025-02-18T02:30:00+02:00 Bucharest,23.600000381469727°C
2025-02-18T02:40:55+02:00 Bucharest,23.799999237060547°C
2025-02-18T02:45:00+02:00 Bucharest,23.799999237060547°C
2025-02-18T03:00:00+02:00 Bucharest,23.899999618530273°C
2025-02-18T03:10:54+02:00 Bucharest,24°C
2025-02-18T03:15:00+02:00 Bucharest,24°C
2025-02-18T03:20:54+02:00 Bucharest,24.100000381469727°C
2025-02-18T03:30:00+02:00 Bucharest,24.100000381469727°C
2025-02-18T03:45:00+02:00 Bucharest,24.100000381469727°C
2025-02-18T04:00:00+02:00 Bucharest,24.100000381469727°C
2025-02-18T04:15:00+02:00 Bucharest,24.100000381469727°C
2025-02-18T04:30:00+02:00 Bucharest,24.100000381469727°C
2025-02-18T04:31:00+02:00 Bucharest,24°C
2025-02-18T04:45:00+02:00 Bucharest,24°C
2025-02-18T05:00:00+02:00 Bucharest,24°C
2025-02-18T05:01:00+02:00 Bucharest,23.899999618530273°C
2025-02-18T05:15:00+02:00 Bucharest,23.799999237060547°C
2025-02-18T05:30:00+02:00 Bucharest,23.799999237060547°C
2025-02-18T05:31:00+02:00 Bucharest,23.700000762939453°C
2025-02-18T05:45:00+02:00 Bucharest,23.700000762939453°C
2025-02-18T06:00:00+02:00 Bucharest,23.600000381469727°C
2025-02-18T06:10:51+02:00 Bucharest,23.5°C
2025-02-18T06:15:00+02:00 Bucharest,23.5°C
2025-02-18T06:20:51+02:00 Bucharest,23.399999618530273°C
2025-02-18T06:30:00+02:00 Bucharest,23.399999618530273°C
2025-02-18T06:45:00+02:00 Bucharest,23.399999618530273°C
2025-02-18T07:00:00+02:00 Bucharest,23.299999237060547°C
2025-02-18T07:01:00+02:00 Bucharest,23.200000762939453°C
2025-02-18T07:15:00+02:00 Bucharest,23.200000762939453°C
2025-02-18T07:30:00+02:00 Bucharest,23.200000762939453°C
2025-02-18T07:45:00+02:00 Bucharest,23.200000762939453°C
2025-02-18T07:50:49+02:00 Bucharest,23.299999237060547°C
2025-02-18T08:00:00+02:00 Bucharest,23.299999237060547°C
2025-02-18T08:10:49+02:00 Bucharest,23.5°C
2025-02-18T08:15:00+02:00 Bucharest,23.5°C
2025-02-18T08:20:49+02:00 Bucharest,23.600000381469727°C
2025-02-18T08:30:00+02:00 Bucharest,23.600000381469727°C
2025-02-18T08:40:48+02:00 Bucharest,23.799999237060547°C
2025-02-18T08:45:00+02:00 Bucharest,23.799999237060547°C
2025-02-18T08:50:48+02:00 Bucharest,24°C
2025-02-18T09:00:00+02:00 Bucharest,24°C
2025-02-18T09:01:00+02:00 Bucharest,24.100000381469727°C
2025-02-18T09:15:00+02:00 Bucharest,24.200000762939453°C
2025-02-18T09:30:00+02:00 Bucharest,24.200000762939453°C
2025-02-18T09:31:00+02:00 Bucharest,24.299999237060547°C
2025-02-18T09:45:00+02:00 Bucharest,24.299999237060547°C
2025-02-18T10:00:00+02:00 Bucharest,24.399999618530273°C
2025-02-18T10:15:00+02:00 Bucharest,24.399999618530273°C
2025-02-18T10:30:00+02:00 Bucharest,24.399999618530273°C
2025-02-18T10:40:46+02:00 Bucharest,24.200000762939453°C
2025-02-18T10:45:00+02:00 Bucharest,24.200000762939453°C
2025-02-18T10:50:46+02:00 Bucharest,24.299999237060547°C
2025-02-18T11:00:00+02:00 Bucharest,24.299999237060547°C
2025-02-18T11:15:00+02:00 Bucharest,24.299999237060547°C
2025-02-18T11:20:45+02:00 Bucharest,24.200000762939453°C
2025-02-18T11:30:00+02:00 Bucharest,24.200000762939453°C
2025-02-18T11:31:00+02:00 Bucharest,24.299999237060547°C
2025-02-18T11:45:00+02:00 Bucharest,24.299999237060547°C
2025-02-18T12:00:00+02:00 Bucharest,24.299999237060547°C
2025-02-18T12:15:00+02:00 Bucharest,24.299999237060547°C
2025-02-18T12:30:00+02:00 Bucharest,24.299999237060547°C
2025-02-18T12:31:00+02:00 Bucharest,24.200000762939453°C
2025-02-18T12:40:44+02:00 Bucharest,24.299999237060547°C
2025-02-18T12:45:00+02:00 Bucharest,24.299999237060547°C
2025-02-18T13:00:00+02:00 Bucharest,24.299999237060547°C
2025-02-18T13:01:00+02:00 Bucharest,24.200000762939453°C
2025-02-18T13:15:00+02:00 Bucharest,24.200000762939453°C
2025-02-18T13:30:00+02:00 Bucharest,24.100000381469727°C
2025-02-18T13:45:00+02:00 Bucharest,24.100000381469727°C
2025-02-18T13:50:43+02:00 Bucharest,24°C
2025-02-18T14:00:00+02:00 Bucharest,24°C
2025-02-18T14:15:00+02:00 Bucharest,24°C
2025-02-18T14:20:42+02:00 Bucharest,23.899999618530273°C
2025-02-18T14:30:00+02:00 Bucharest,23.899999618530273°C
2025-02-18T14:45:00+02:00 Bucharest,23.799999237060547°C
2025-02-18T14:50:42+02:00 Bucharest,23.700000762939453°C
2025-02-18T15:00:00+02:00 Bucharest,23.700000762939453°C
2025-02-18T15:15:00+02:00 Bucharest,23.600000381469727°C
2025-02-18T15:30:00+02:00 Bucharest,23.600000381469727°C
2025-02-18T15:31:00+02:00 Bucharest,23.5°C
2025-02-18T15:40:41+02:00 Bucharest,23.399999618530273°C
2025-02-18T15:45:00+02:00 Bucharest,23.399999618530273°C
2025-02-18T16:00:00+02:00 Bucharest,23.399999618530273°C
2025-02-18T16:15:00+02:00 Bucharest,23.399999618530273°C
2025-02-18T16:30:00+02:00 Bucharest,23.399999618530273°C
2025-02-18T16:45:00+02:00 Bucharest,23.399999618530273°C
2025-02-18T17:00:00+02:00 Bucharest,23.299999237060547°C
2025-02-18T17:01:00+02:00 Bucharest,23.200000762939453°C
2025-02-18T17:15:00+02:00 Bucharest,23.200000762939453°C
2025-02-18T17:30:00+02:00 Bucharest,23.200000762939453°C
2025-02-18T17:45:00+02:00 Bucharest,23.100000381469727°C
2025-02-18T18:00:00+02:00 Bucharest,23.200000762939453°C
2025-02-18T18:10:38+02:00 Bucharest,23.299999237060547°C
2025-02-18T18:15:00+02:00 Bucharest,23.299999237060547°C
2025-02-18T18:30:00+02:00 Bucharest,23.399999618530273°C
2025-02-18T18:31:00+02:00 Bucharest,23.600000381469727°C
2025-02-18T18:45:00+02:00 Bucharest,23.600000381469727°C
2025-02-18T19:00:00+02:00 Bucharest,23.700000762939453°C
2025-02-18T19:01:00+02:00 Bucharest,23.799999237060547°C
2025-02-18T19:15:00+02:00 Bucharest,23.899999618530273°C
2025-02-18T19:20:37+02:00 Bucharest,24.100000381469727°C
2025-02-18T19:30:00+02:00 Bucharest,24.100000381469727°C
2025-02-18T19:40:37+02:00 Bucharest,24.299999237060547°C
2025-02-18T19:45:00+02:00 Bucharest,24.299999237060547°C
2025-02-18T20:00:00+02:00 Bucharest,24.299999237060547°C
2025-02-18T20:15:00+02:00 Bucharest,24.299999237060547°C
2025-02-18T20:30:00+02:00 Bucharest,24.299999237060547°C
2025-02-18T20:31:00+02:00 Bucharest,24.200000762939453°C
2025-02-18T20:45:00+02:00 Bucharest,24.200000762939453°C
2025-02-18T21:00:00+02:00 Bucharest,24.200000762939453°C
2025-02-18T21:15:00+02:00 Bucharest,24.100000381469727°C
2025-02-18T21:30:00+02:00 Bucharest,24.100000381469727°C
2025-02-18T21:31:00+02:00 Bucharest,24°C
2025-02-18T21:45:00+02:00 Bucharest,24°C
2025-02-18T21:50:34+02:00 Bucharest,23.899999618530273°C
2025-02-18T22:00:00+02:00 Bucharest,23.899999618530273°C
2025-02-18T22:15:00+02:00 Bucharest,23.799999237060547°C
2025-02-18T22:30:00+02:00 Bucharest,23.799999237060547°C
2025-02-18T22:31:00+02:00 Bucharest,23.700000762939453°C
2025-02-18T22:45:00+02:00 Bucharest,23.700000762939453°C
2025-02-18T23:00:00+02:00 Bucharest,23.700000762939453°C
2025-02-18T23:15:00+02:00 Bucharest,23.600000381469727°C
2025-02-18T23:20:33+02:00 Bucharest,23.5°C
2025-02-18T23:30:00+02:00 Bucharest,23.5°C
2025-02-18T23:31:00+02:00 Bucharest,23.399999618530273°C
2025-02-18T23:45:00+02:00 Bucharest,23.299999237060547°C
2025-02-18T23:50:32+02:00 Bucharest,23.200000762939453°C
2025-02-19T00:00:00+02:00 Bucharest,23.200000762939453°C
2025-02-19T00:15:00+02:00 Bucharest,23.100000381469727°C
2025-02-19T00:30:00+02:00 Bucharest,23.100000381469727°C
2025-02-19T00:31:00+02:00 Bucharest,23°C
2025-02-19T00:40:31+02:00 Bucharest,23.100000381469727°C
2025-02-19T00:45:00+02:00 Bucharest,23.100000381469727°C
2025-02-19T01:00:00+02:00 Bucharest,23.100000381469727°C
2025-02-19T01:15:00+02:00 Bucharest,23.200000762939453°C
2025-02-19T01:20:31+02:00 Bucharest,23.299999237060547°C
2025-02-19T01:30:00+02:00 Bucharest,23.299999237060547°C
2025-02-19T01:40:30+02:00 Bucharest,23.600000381469727°C
2025-02-19T01:45:00+02:00 Bucharest,23.600000381469727°C
2025-02-19T02:00:00+02:00 Bucharest,23.700000762939453°C
2025-02-19T02:01:00+02:00 Bucharest,23.799999237060547°C
2025-02-19T02:15:00+02:00 Bucharest,23.899999618530273°C
2025-02-19T02:20:30+02:00 Bucharest,24°C
2025-02-19T02:30:00+02:00 Bucharest,24°C
2025-02-19T02:31:00+02:00 Bucharest,24.100000381469727°C
2025-02-19T02:45:00+02:00 Bucharest,24.100000381469727°C
2025-02-19T03:00:00+02:00 Bucharest,24.100000381469727°C
2025-02-19T03:15:00+02:00 Bucharest,24.200000762939453°C
2025-02-19T03:30:00+02:00 Bucharest,24.100000381469727°C
2025-02-19T03:45:00+02:00 Bucharest,24.100000381469727°C
2025-02-19T03:50:28+02:00 Bucharest,24°C
2025-02-19T04:00:00+02:00 Bucharest,24°C
2025-02-19T04:10:28+02:00 Bucharest,23.899999618530273°C
2025-02-19T04:15:00+02:00 Bucharest,23.899999618530273°C
2025-02-19T04:30:00+02:00 Bucharest,23.899999618530273°C
2025-02-19T04:45:00+02:00 Bucharest,23.799999237060547°C
2025-02-19T04:50:27+02:00 Bucharest,23.700000762939453°C
2025-02-19T05:00:00+02:00 Bucharest,23.700000762939453°C
2025-02-19T05:15:00+02:00 Bucharest,23.600000381469727°C
2025-02-19T05:20:26+02:00 Bucharest,23.5°C
2025-02-19T05:30:00+02:00 Bucharest,23.5°C
2025-02-19T05:40:26+02:00 Bucharest,23.399999618530273°C
2025-02-19T05:45:00+02:00 Bucharest,23.399999618530273°C
2025-02-19T06:00:00+02:00 Bucharest,23.399999618530273°C
2025-02-19T06:10:25+02:00 Bucharest,23.200000762939453°C
2025-02-19T06:15:00+02:00 Bucharest,23.200000762939453°C
2025-02-19T06:30:00+02:00 Bucharest,23.200000762939453°C
2025-02-19T06:45:00+02:00 Bucharest,23.100000381469727°C
2025-02-19T07:00:00+02:00 Bucharest,23.100000381469727°C
2025-02-19T07:01:00+02:00 Bucharest,23°C
2025-02-19T07:10:24+02:00 Bucharest,23.100000381469727°C
2025-02-19T07:15:00+02:00 Bucharest,23.100000381469727°C
2025-02-19T07:30:00+02:00 Bucharest,23.100000381469727°C
2025-02-19T07:40:24+02:00 Bucharest,23.299999237060547°C
2025-02-19T07:45:00+02:00 Bucharest,23.299999237060547°C
2025-02-19T08:00:00+02:00 Bucharest,23.399999618530273°C
2025-02-19T08:01:00+02:00 Bucharest,23.5°C
2025-02-19T08:10:23+02:00 Bucharest,23.600000381469727°C
2025-02-19T08:15:00+02:00 Bucharest,23.600000381469727°C
2025-02-19T08:30:00+02:00 Bucharest,23.700000762939453°C
2025-02-19T08:31:00+02:00 Bucharest,23.799999237060547°C
2025-02-19T08:45:00+02:00 Bucharest,23.899999618530273°C
2025-02-19T08:50:23+02:00 Bucharest,24°C
2025-02-19T09:00:00+02:00 Bucharest,24°C
2025-02-19T09:10:22+02:00 Bucharest,24.100000381469727°C
2025-02-19T09:15:00+02:00 Bucharest,24.100000381469727°C
2025-02-19T09:30:00+02:00 Bucharest,24.100000381469727°C
2025-02-19T09:40:22+02:00 Bucharest,24.299999237060547°C
2025-02-19T09:45:00+02:00 Bucharest,24.299999237060547°C
2025-02-19T10:00:00+02:00 Bucharest,24.399999618530273°C
2025-02-19T10:15:00+02:00 Bucharest,24.399999618530273°C
2025-02-19T10:30:00+02:00 Bucharest,24.399999618530273°C
2025-02-19T10:31:00+02:00 Bucharest,24.100000381469727°C
2025-02-19T10:45:00+02:00 Bucharest,24.200000762939453°C
2025-02-19T11:00:00+02:00 Bucharest,24.200000762939453°C
2025-02-19T11:01:00+02:00 Bucharest,24.299999237060547°C
2025-02-19T11:15:00+02:00 Bucharest,24.299999237060547°C
2025-02-19T11:30:00+02:00 Bucharest,24.299999237060547°C
2025-02-19T11:31:00+02:00 Bucharest,24.200000762939453°C
2025-02-19T11:45:00+02:00 Bucharest,24.200000762939453°C
2025-02-19T12:00:00+02:00 Bucharest,24.200000762939453°C
2025-02-19T12:15:00+02:00 Bucharest,24.200000762939453°C
2025-02-19T12:30:00+02:00 Bucharest,24.200000762939453°C
2025-02-19T12:45:00+02:00 Bucharest,24.100000381469727°C
2025-02-19T13:00:00+02:00 Bucharest,24.100000381469727°C
2025-02-19T13:15:00+02:00 Bucharest,24.100000381469727°C
2025-02-19T13:30:00+02:00 Bucharest,24.100000381469727°C
2025-02-19T13:45:00+02:00 Bucharest,24.100000381469727°C
2025-02-19T14:00:00+02:00 Bucharest,24.200000762939453°C
2025-02-19T14:15:00+02:00 Bucharest,24.100000381469727°C
2025-02-19T14:30:00+02:00 Bucharest,24.100000381469727°C
2025-03-10T18:45:00+02:00 Bucharest,25°C
2025-03-10T19:15:00+02:00 Bucharest,25.100000381469727°C
2025-03-10T19:30:00+02:00 Bucharest,25.100000381469727°C
2025-03-10T19:45:00+02:00 Bucharest,25.200000762939453°C
2025-03-10T19:52:08+02:00 Bucharest,25.799999237060547°C
2025-03-10T20:00:00+02:00 Bucharest,25.799999237060547°C
2025-03-10T20:02:08+02:00 Bucharest,25.399999618530273°C
2025-03-10T20:12:08+02:00 Bucharest,25.200000762939453°C
2025-03-10T20:15:00+02:00 Bucharest,25.200000762939453°C
2025-03-10T20:30:00+02:00 Bucharest,25.100000381469727°C
2025-03-10T20:45:00+02:00 Bucharest,25.100000381469727°C
2025-03-10T21:00:00+02:00 Bucharest,25.100000381469727°C
2025-03-10T21:02:07+02:00 Bucharest,25°C
2025-03-10T21:12:07+02:00 Bucharest,24.899999618530273°C
2025-03-10T21:15:00+02:00 Bucharest,24.899999618530273°C
2025-03-10T21:30:00+02:00 Bucharest,24.899999618530273°C
2025-03-10T21:45:00+02:00 Bucharest,24.899999618530273°C
2025-03-10T22:00:00+02:00 Bucharest,24.799999237060547°C
2025-03-10T22:12:06+02:00 Bucharest,24.700000762939453°C
2025-03-10T22:15:00+02:00 Bucharest,24.700000762939453°C
2025-03-10T22:30:00+02:00 Bucharest,24.600000381469727°C
2025-03-10T22:42:05+02:00 Bucharest,24.5°C
2025-03-10T22:45:00+02:00 Bucharest,24.5°C
2025-03-10T23:00:00+02:00 Bucharest,24.5°C
2025-03-10T23:02:05+02:00 Bucharest,24.399999618530273°C
2025-03-10T23:15:00+02:00 Bucharest,24.299999237060547°C
2025-03-10T23:30:00+02:00 Bucharest,24.299999237060547°C
2025-03-10T23:42:04+02:00 Bucharest,24.200000762939453°C
2025-03-10T23:45:00+02:00 Bucharest,24.200000762939453°C
2025-03-11T00:00:00+02:00 Bucharest,24.200000762939453°C
2025-03-11T00:15:00+02:00 Bucharest,24.200000762939453°C
2025-03-11T00:30:00+02:00 Bucharest,24.200000762939453°C
2025-03-11T00:32:03+02:00 Bucharest,24.299999237060547°C
2025-03-11T00:45:00+02:00 Bucharest,24.399999618530273°C
2025-03-11T00:52:03+02:00 Bucharest,24.600000381469727°C
2025-03-11T01:00:00+02:00 Bucharest,24.600000381469727°C
2025-03-11T01:12:03+02:00 Bucharest,24.799999237060547°C
2025-03-11T01:15:00+02:00 Bucharest,24.799999237060547°C
2025-03-11T01:30:00+02:00 Bucharest,24.899999618530273°C
2025-03-11T01:32:02+02:00 Bucharest,25.100000381469727°C
2025-03-11T01:45:00+02:00 Bucharest,25.100000381469727°C
2025-03-11T02:00:00+02:00 Bucharest,25.200000762939453°C
2025-03-11T02:12:01+02:00 Bucharest,25.299999237060547°C
2025-03-11T02:15:00+02:00 Bucharest,25.299999237060547°C
2025-03-11T02:30:00+02:00 Bucharest,25.299999237060547°C
2025-03-11T02:45:00+02:00 Bucharest,25.299999237060547°C
2025-03-11T03:00:00+02:00 Bucharest,25.299999237060547°C
2025-03-11T03:15:00+02:00 Bucharest,25.299999237060547°C
2025-03-11T03:30:00+02:00 Bucharest,25.399999618530273°C
2025-03-11T03:45:00+02:00 Bucharest,25.399999618530273°C
2025-03-11T04:00:00+02:00 Bucharest,25.399999618530273°C
2025-03-11T04:15:00+02:00 Bucharest,25.299999237060547°C
2025-03-11T04:30:00+02:00 Bucharest,25.299999237060547°C
2025-03-11T04:31:59+02:00 Bucharest,25.200000762939453°C
2025-03-11T04:45:00+02:00 Bucharest,25.200000762939453°C
2025-03-11T05:00:00+02:00 Bucharest,25.200000762939453°C
2025-03-11T05:15:00+02:00 Bucharest,25.100000381469727°C
2025-03-11T05:21:58+02:00 Bucharest,25°C
2025-03-11T05:30:00+02:00 Bucharest,25°C
2025-03-11T05:41:58+02:00 Bucharest,24.899999618530273°C
2025-03-11T05:45:00+02:00 Bucharest,24.899999618530273°C
2025-03-11T06:00:00+02:00 Bucharest,24.899999618530273°C
2025-03-11T06:11:57+02:00 Bucharest,24.700000762939453°C
2025-03-11T06:15:00+02:00 Bucharest,24.700000762939453°C
2025-03-11T06:30:00+02:00 Bucharest,24.700000762939453°C
2025-03-11T06:41:57+02:00 Bucharest,24.5°C
2025-03-11T06:45:00+02:00 Bucharest,24.5°C
2025-03-11T07:00:00+02:00 Bucharest,24.5°C
2025-03-11T07:11:56+02:00 Bucharest,24.399999618530273°C
2025-03-11T07:15:00+02:00 Bucharest,24.399999618530273°C
2025-03-11T07:30:00+02:00 Bucharest,24.399999618530273°C
2025-03-11T07:45:00+02:00 Bucharest,24.299999237060547°C
2025-03-11T07:51:56+02:00 Bucharest,24.200000762939453°C
2025-03-11T08:00:00+02:00 Bucharest,24.200000762939453°C
2025-03-11T08:15:00+02:00 Bucharest,24.200000762939453°C
2025-03-11T08:30:00+02:00 Bucharest,24.200000762939453°C
2025-03-11T08:31:55+02:00 Bucharest,24.299999237060547°C
2025-03-11T08:45:00+02:00 Bucharest,24.399999618530273°C
2025-03-11T08:51:54+02:00 Bucharest,24.5°C
2025-03-11T09:00:00+02:00 Bucharest,24.5°C
2025-03-11T09:01:54+02:00 Bucharest,24.600000381469727°C
2025-03-11T09:15:00+02:00 Bucharest,24.700000762939453°C
2025-03-11T09:30:00+02:00 Bucharest,24.700000762939453°C
2025-03-11T09:31:54+02:00 Bucharest,24.799999237060547°C
2025-03-11T09:45:00+02:00 Bucharest,24.799999237060547°C
2025-03-11T10:00:00+02:00 Bucharest,24.799999237060547°C
2025-03-11T10:11:53+02:00 Bucharest,25°C
2025-03-11T10:15:00+02:00 Bucharest,25°C
2025-03-11T10:30:00+02:00 Bucharest,25°C
2025-03-11T10:45:00+02:00 Bucharest,25°C
2025-03-11T11:00:00+02:00 Bucharest,25°C
2025-03-11T11:15:00+02:00 Bucharest,25°C
2025-03-11T11:21:52+02:00 Bucharest,25.100000381469727°C
2025-03-11T11:30:00+02:00 Bucharest,25.100000381469727°C
2025-03-11T11:31:52+02:00 Bucharest,25°C
2025-03-11T11:41:51+02:00 Bucharest,25.100000381469727°C
2025-03-11T11:45:00+02:00 Bucharest,25.100000381469727°C
2025-03-11T12:00:00+02:00 Bucharest,25.100000381469727°C
2025-03-11T12:15:00+02:00 Bucharest,25.200000762939453°C
